tourId,title,reason,link,image,price
632958,Visit to Napa Wine Country,notAllowedActivity,https://www.alloutdooradventures.com/tours/visit-to-napa-wine-country,,129.00 USD
632960,"Mexico Day Trip with visit to Tijuana, Rosarito, Puerto Nuevo",notAllowedActivity,https://www.alloutdooradventures.com/tours/mexico-day-trip-with-visit-to-tijuana-rosarito-puerto-nuevo,,129.00 USD
635699,Jet Ski Rentals • New Melones Lake,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-new-melones-lake,,129.00 USD
635932,Jet Ski Rentals • Union Valley Reservoir,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-union-valley-reservoir,,129.00 USD
635934,Jet Ski Rentals • Don Pedro Lake,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-don-pedro-lake,,129.00 USD
635936,Jet Ski Rentals • Lake Tullloch,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-lake-tullloch,,129.00 USD
635937,Jet Ski Rentals • Shasta Lake,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-shasta-lake,,129.00 USD
635939,Jet Ski Rentals • Woodward Reservoir,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-woodward-reservoir,,129.00 USD
635945,Jet Ski Rentals • Lake Oroville,notAllowedActivity,https://www.alloutdooradventures.com/tours/jet-ski-rentals-lake-oroville,,129.00 USD
636160,Special On-Site Guest,notAllowedActivity,https://www.alloutdooradventures.com/tours/special-on-site-guest,,129.00 USD
637979,California North Coast (Redwoods and Rhododendrens),notAllowedActivity,https://www.alloutdooradventures.com/tours/california-north-coast-redwoods-and-rhododendrens,,129.00 USD
640010,"Truckee, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/truckee-california,,129.00 USD
645801,California CCW 16-hour INITIAL Permit Course,notAllowedActivity,https://www.alloutdooradventures.com/tours/california-ccw-16-hour-initial-permit-course,,129.00 USD
645810,California CCW 8-Hour RENEWAL Permit Course,notAllowedActivity,https://www.alloutdooradventures.com/tours/california-ccw-8-hour-renewal-permit-course,,129.00 USD
658712,Halibut - Pacific & California,notAllowedActivity,https://www.alloutdooradventures.com/tours/halibut-pacific-and-california,,129.00 USD
660433,"Santa Rosa, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/santa-rosa-california,,129.00 USD
660442,"Napa, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/napa-california,,129.00 USD
660527,"Ukiah , California",notAllowedActivity,https://www.alloutdooradventures.com/tours/ukiah-california,,129.00 USD
660528,"Ventura, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/ventura-california,,129.00 USD
663868,PRIVATE La Jolla 1-Tank Guided Shore Dive,notAllowedActivity,https://www.alloutdooradventures.com/tours/private-la-jolla-1-tank-guided-shore-dive,,129.00 USD
667682,Viñedos de Baja California - 4 Días,notAllowedActivity,https://www.alloutdooradventures.com/tours/vi-edos-de-baja-california-4-d-as,,129.00 USD
667686,Viñedos de Baja California - 5 Días,notAllowedActivity,https://www.alloutdooradventures.com/tours/vi-edos-de-baja-california-5-d-as,,129.00 USD
667694,Viñedos de Baja California - 6 Días,notAllowedActivity,https://www.alloutdooradventures.com/tours/vi-edos-de-baja-california-6-d-as,,129.00 USD
667716,Baja California Viñedos y Ballena Gris Express 4 días,notAllowedActivity,https://www.alloutdooradventures.com/tours/baja-california-vi-edos-y-ballena-gris-express-4-d-as,,129.00 USD
667718,La Gran Aventura en la Península De Baja California,notAllowedActivity,https://www.alloutdooradventures.com/tours/la-gran-aventura-en-la-pen-nsula-de-baja-california,,129.00 USD
667720,Escapada a VIÑEDOS y PLAYA de Baja California,notAllowedActivity,https://www.alloutdooradventures.com/tours/escapada-a-vi-edos-y-playa-de-baja-california,,129.00 USD
667730,Ruta de las Misiones de Baja California con Viñedos,notAllowedActivity,https://www.alloutdooradventures.com/tours/ruta-de-las-misiones-de-baja-california-con-vi-edos,,129.00 USD
670195,"Monterey, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/monterey-california,,129.00 USD
685606,"Santa Maria, California",notAllowedActivity,https://www.alloutdooradventures.com/tours/santa-maria-california,,129.00 USD
generated-289,,missingTitle,https://www.alloutdooradventures.com/tours/generated-289,,129.00 USD
